Stock_Item,Color,Selling_Package,Buying_Package,Size_val,Lead_Time_Days,Quantity_Per_Outer,Is_Chiller_Stock,Tax_Rate,Unit_Price,Recommended_Retail_Price,Typical_Weight_Per_Unit,tk_stock_item,_version,date_from,date_to
Superhero action jacket (Blue) XS,Blue,Each,Each,XS,12,1,False,12.0,25.0,37.38,0.3,431,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.536536
Superhero action jacket (Blue) S,Blue,Each,Each,S,12,1,False,12.0,25.0,37.38,0.3,432,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.538016
Superhero action jacket (Blue) M,Blue,Each,Each,M,12,1,False,12.0,30.0,44.85,0.35,433,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.539532
Superhero action jacket (Blue) L,Blue,Each,Each,L,12,1,False,12.0,30.0,44.85,0.35,434,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.541004
Superhero action jacket (Blue) XL,Blue,Each,Each,XL,12,1,False,12.0,30.0,44.85,0.35,435,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.542575
Superhero action jacket (Blue) XXL,Blue,Each,Each,XXL,12,1,False,12.0,30.0,44.85,0.35,436,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.544068
Superhero action jacket (Blue) 3XL,Blue,Each,Each,3XL,12,1,False,12.0,34.0,50.83,0.4,437,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.545562
Superhero action jacket (Blue) 4XL,Blue,Each,Each,4XL,12,1,False,12.0,34.0,50.83,0.4,438,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.547093
Superhero action jacket (Blue) 5XL,Blue,Each,Each,5XL,12,1,False,12.0,34.0,50.83,0.4,439,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.548626
Furry animal socks (Pink) S,Unknown,Pair,Packet,S,12,12,False,12.0,5.0,7.48,0.1,440,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.550105
Furry animal socks (Pink) M,Unknown,Pair,Packet,M,12,12,False,12.0,5.0,7.48,0.1,441,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.551607
Furry animal socks (Pink) L,Unknown,Pair,Packet,L,12,12,False,12.0,5.0,7.48,0.1,442,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.553089
Furry animal socks (Pink) XL,Unknown,Pair,Packet,XL,12,12,False,12.0,5.0,7.48,0.1,443,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.554586
Novelty chilli chocolates 250g,Unknown,Bag,Carton,250g,3,24,True,3.0,8.55,12.23,0.25,444,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.556057
Novelty chilli chocolates 500g,Unknown,Bag,Carton,500g,3,12,True,3.0,14.5,20.74,0.5,445,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.557840
Chocolate beetles 250g,Unknown,Bag,Carton,250g,3,24,True,3.0,8.55,12.23,0.25,446,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.559431
Chocolate echidnas 250g,Unknown,Bag,Carton,250g,3,24,True,3.0,8.55,12.23,0.25,447,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.560965
Chocolate frogs 250g,Unknown,Bag,Carton,250g,3,24,True,3.0,8.55,12.23,0.25,448,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.562512
Chocolate sharks 250g,Unknown,Bag,Carton,250g,3,24,True,3.0,8.55,12.23,0.25,449,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.563989
White chocolate snow balls 250g,Unknown,Bag,Carton,250g,3,24,True,3.0,8.55,12.23,0.25,450,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.565487
White chocolate moon rocks 250g,Unknown,Bag,Carton,250g,3,24,True,3.0,8.55,12.23,0.25,451,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.567033
Ride on vintage American toy coupe (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,False,14.0,285.0,426.08,18.0,452,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.568536
Ride on vintage American toy coupe (Red) 1/12 scale,Red,Each,Each,1/12 scale,14,1,False,14.0,285.0,426.08,18.0,453,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.570005
RC big wheel monster truck with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.0,45.0,67.28,1.8,454,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.571497
RC vintage American toy coupe with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.0,30.0,44.85,1.7,455,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.572973
RC vintage American toy coupe with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,False,14.0,30.0,44.85,1.7,456,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.574464
RC toy sedan car with remote control (Pink) 1/50 scale,Unknown,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,457,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.575933
RC toy sedan car with remote control (Yellow) 1/50 scale,Yellow,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,458,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.577431
RC toy sedan car with remote control (Green) 1/50 scale,Unknown,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,459,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.578884
RC toy sedan car with remote control (Blue) 1/50 scale,Blue,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,460,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.580298
RC toy sedan car with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,461,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.581819
RC toy sedan car with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,462,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.583307
RC vintage American toy coupe with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.0,30.0,44.85,1.7,463,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.584787
RC vintage American toy coupe with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,False,14.0,30.0,44.85,1.7,464,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.586226
RC big wheel monster truck with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.0,45.0,67.28,1.8,465,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.587746
RC toy sedan car with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,466,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.589210
RC toy sedan car with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,467,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.590697
RC toy sedan car with remote control (Blue) 1/50 scale,Blue,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,468,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.592114
RC toy sedan car with remote control (Green) 1/50 scale,Unknown,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,469,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.593623
RC toy sedan car with remote control (Yellow) 1/50 scale,Yellow,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,470,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.595094
RC toy sedan car with remote control (Pink) 1/50 scale,Unknown,Each,Each,1/50 scale,14,1,False,14.0,25.0,37.38,1.5,471,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.596555
RC vintage American toy coupe with remote control (Red) 1/50 scale,Red,Each,Each,1/50 scale,14,1,False,14.0,30.0,44.85,1.7,472,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.597975
RC vintage American toy coupe with remote control (Black) 1/50 scale,Black,Each,Each,1/50 scale,14,1,False,14.0,30.0,44.85,1.7,473,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.599414
Ride on vintage American toy coupe (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,False,14.0,285.0,426.08,18.0,474,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.600961
Ride on vintage American toy coupe (Red) 1/12 scale,Red,Each,Each,1/12 scale,14,1,False,14.0,285.0,426.08,18.0,475,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.602432
Halloween zombie mask (Light Brown) S,Light Brown,Each,Carton,S,12,12,False,12.0,18.0,26.91,0.3,476,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.604088
Halloween zombie mask (Light Brown) M,Light Brown,Each,Carton,M,12,12,False,12.0,18.0,26.91,0.3,477,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.605546
Halloween zombie mask (Light Brown) L,Light Brown,Each,Carton,L,12,12,False,12.0,18.0,26.91,0.3,478,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.606999
Halloween zombie mask (Light Brown) XL,Light Brown,Each,Carton,XL,12,12,False,12.0,18.0,26.91,0.3,479,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.608662
Halloween skull mask (Gray) S,Steel Gray,Each,Carton,S,12,12,False,12.0,18.0,26.91,0.3,480,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.610147
Halloween skull mask (Gray) M,Steel Gray,Each,Carton,M,12,12,False,12.0,18.0,26.91,0.3,481,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.611698
Halloween skull mask (Gray) L,Steel Gray,Each,Carton,L,12,12,False,12.0,18.0,26.91,0.3,482,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.613197
Halloween skull mask (Gray) XL,Steel Gray,Each,Carton,XL,12,12,False,12.0,18.0,26.91,0.3,483,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.614707
Pack of 12 action figures (variety),Unknown,Packet,Packet,Unknown,2,1,False,2.0,16.0,23.92,0.25,484,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.616178
Pack of 12 action figures (male),Unknown,Packet,Packet,Unknown,2,1,False,2.0,16.0,23.92,0.25,485,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.617884
Pack of 12 action figures (female),Unknown,Packet,Packet,Unknown,2,1,False,2.0,16.0,23.92,0.25,486,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.619871
Ride on toy sedan car (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,False,14.0,230.0,343.85,15.0,487,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.621739
Ride on toy sedan car (Red) 1/12 scale,Red,Each,Each,1/12 scale,14,1,False,14.0,230.0,343.85,15.0,488,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.623636
Ride on toy sedan car (Blue) 1/12 scale,Blue,Each,Each,1/12 scale,14,1,False,14.0,230.0,343.85,15.0,489,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.625490
Ride on toy sedan car (Green) 1/12 scale,Unknown,Each,Each,1/12 scale,14,1,False,14.0,230.0,343.85,15.0,490,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.627397
Ride on toy sedan car (Yellow) 1/12 scale,Yellow,Each,Each,1/12 scale,14,1,False,14.0,230.0,343.85,15.0,491,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.629320
Ride on toy sedan car (Pink) 1/12 scale,Unknown,Each,Each,1/12 scale,14,1,False,14.0,230.0,343.85,15.0,492,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.631192
Ride on vintage American toy coupe (Red) 1/12 scale,Red,Each,Each,1/12 scale,14,1,False,14.0,285.0,426.08,18.0,493,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.633041
Ride on vintage American toy coupe (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,False,14.0,285.0,426.08,18.0,494,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.634900
Ride on big wheel monster truck (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,False,14.0,345.0,515.78,21.0,495,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.636740
Animal with big feet slippers (Brown) XL,Unknown,Each,Each,XL,12,1,False,12.0,32.0,47.84,0.4,496,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.638569
Animal with big feet slippers (Brown) L,Unknown,Each,Each,L,12,1,False,12.0,32.0,47.84,0.35,497,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.640653
Animal with big feet slippers (Brown) M,Unknown,Each,Each,M,12,1,False,12.0,32.0,47.84,0.35,498,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.643038
Animal with big feet slippers (Brown) S,Unknown,Each,Each,S,12,1,False,12.0,32.0,47.84,0.35,499,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.644909
Furry gorilla with big eyes slippers (Black) XL,Black,Each,Each,XL,12,1,False,12.0,32.0,47.84,0.4,500,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.646838
Furry gorilla with big eyes slippers (Black) L,Black,Each,Each,L,12,1,False,12.0,32.0,47.84,0.35,501,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.648776
Furry gorilla with big eyes slippers (Black) M,Black,Each,Each,M,12,1,False,12.0,32.0,47.84,0.35,502,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.650694
Furry gorilla with big eyes slippers (Black) S,Black,Each,Each,S,12,1,False,12.0,32.0,47.84,0.35,503,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.652573
Plush shark slippers (Gray) XL,Steel Gray,Each,Each,XL,12,1,False,12.0,32.0,47.84,0.4,504,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.654485
Plush shark slippers (Gray) L,Steel Gray,Each,Each,L,12,1,False,12.0,32.0,47.84,0.35,505,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.656341
Plush shark slippers (Gray) M,Steel Gray,Each,Each,M,12,1,False,12.0,32.0,47.84,0.35,506,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.658204
Plush shark slippers (Gray) S,Steel Gray,Each,Each,S,12,1,False,12.0,32.0,47.84,0.35,507,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.660058
Ogre battery-powered slippers (Green) XL,Unknown,Each,Each,XL,12,1,False,12.0,32.0,47.84,0.4,508,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.661912
Ogre battery-powered slippers (Green) L,Unknown,Each,Each,L,12,1,False,12.0,32.0,47.84,0.35,509,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.663797
Ogre battery-powered slippers (Green) M,Unknown,Each,Each,M,12,1,False,12.0,32.0,47.84,0.35,510,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.665675
Ogre battery-powered slippers (Green) S,Unknown,Each,Each,S,12,1,False,12.0,32.0,47.84,0.35,511,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.667596
Dinosaur battery-powered slippers (Green) XL,Unknown,Each,Each,XL,12,1,False,12.0,32.0,47.84,0.4,512,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.669465
Dinosaur battery-powered slippers (Green) L,Unknown,Each,Each,L,12,1,False,12.0,32.0,47.84,0.35,513,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.671337
Dinosaur battery-powered slippers (Green) M,Unknown,Each,Each,M,12,1,False,12.0,32.0,47.84,0.35,514,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.673201
Dinosaur battery-powered slippers (Green) S,Unknown,Each,Each,S,12,1,False,12.0,32.0,47.84,0.35,515,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.675081
Dinosaur battery-powered slippers (Green) S,Unknown,Each,Each,S,12,1,False,12.0,32.0,47.84,0.35,516,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.676946
Dinosaur battery-powered slippers (Green) M,Unknown,Each,Each,M,12,1,False,12.0,32.0,47.84,0.35,517,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.679097
Dinosaur battery-powered slippers (Green) L,Unknown,Each,Each,L,12,1,False,12.0,32.0,47.84,0.35,518,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.681675
Dinosaur battery-powered slippers (Green) XL,Unknown,Each,Each,XL,12,1,False,12.0,32.0,47.84,0.4,519,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.683519
Ogre battery-powered slippers (Green) S,Unknown,Each,Each,S,12,1,False,12.0,32.0,47.84,0.35,520,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.685395
Ogre battery-powered slippers (Green) M,Unknown,Each,Each,M,12,1,False,12.0,32.0,47.84,0.35,521,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.687736
Ogre battery-powered slippers (Green) L,Unknown,Each,Each,L,12,1,False,12.0,32.0,47.84,0.35,522,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.689526
Ogre battery-powered slippers (Green) XL,Unknown,Each,Each,XL,12,1,False,12.0,32.0,47.84,0.4,523,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.691074
Plush shark slippers (Gray) S,Steel Gray,Each,Each,S,12,1,False,12.0,32.0,47.84,0.35,524,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.692691
Plush shark slippers (Gray) M,Steel Gray,Each,Each,M,12,1,False,12.0,32.0,47.84,0.35,525,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.694194
Plush shark slippers (Gray) L,Steel Gray,Each,Each,L,12,1,False,12.0,32.0,47.84,0.35,526,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.695706
Plush shark slippers (Gray) XL,Steel Gray,Each,Each,XL,12,1,False,12.0,32.0,47.84,0.4,527,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.697190
Furry gorilla with big eyes slippers (Black) S,Black,Each,Each,S,12,1,False,12.0,32.0,47.84,0.35,528,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.698722
Furry gorilla with big eyes slippers (Black) M,Black,Each,Each,M,12,1,False,12.0,32.0,47.84,0.35,529,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.700216
Furry gorilla with big eyes slippers (Black) L,Black,Each,Each,L,12,1,False,12.0,32.0,47.84,0.35,530,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.701761
Furry gorilla with big eyes slippers (Black) XL,Black,Each,Each,XL,12,1,False,12.0,32.0,47.84,0.4,531,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.703277
Animal with big feet slippers (Brown) S,Unknown,Each,Each,S,12,1,False,12.0,32.0,47.84,0.35,532,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.704787
Animal with big feet slippers (Brown) M,Unknown,Each,Each,M,12,1,False,12.0,32.0,47.84,0.35,533,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.706264
Animal with big feet slippers (Brown) L,Unknown,Each,Each,L,12,1,False,12.0,32.0,47.84,0.35,534,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.707791
Animal with big feet slippers (Brown) XL,Unknown,Each,Each,XL,12,1,False,12.0,32.0,47.84,0.4,535,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.709267
USB food flash drive - dessert 10 drive variety pack,Unknown,Packet,Packet,Unknown,14,1,False,14.0,240.0,358.8,0.5,536,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.710767
USB food flash drive - fortune cookie,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,537,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.712228
USB food flash drive - shrimp cocktail,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,538,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.713748
USB food flash drive - donut,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,539,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.715245
USB food flash drive - cookie,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,540,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.716763
USB food flash drive - chocolate bar,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,541,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.718241
USB food flash drive - banana,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,542,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.719812
USB food flash drive - dim sum 10 drive variety pack,Unknown,Packet,Packet,Unknown,14,1,False,14.0,240.0,358.8,0.5,543,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.721340
USB food flash drive - pizza slice,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,544,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.722852
USB food flash drive - hot dog,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,545,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.724323
USB food flash drive - hamburger,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,546,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.725820
USB food flash drive - sushi roll,Unknown,Each,Each,Unknown,14,1,False,14.0,32.0,47.84,0.05,547,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.727296
DBA joke mug - mind if I join you? (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,548,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.728796
DBA joke mug - mind if I join you? (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,549,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.730220
DBA joke mug - daaaaaa-ta (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,550,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.731748
DBA joke mug - daaaaaa-ta (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,551,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.733220
DBA joke mug - you might be a DBA if (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,552,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.734755
DBA joke mug - you might be a DBA if (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,553,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.736200
DBA joke mug - it depends (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,554,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.737670
DBA joke mug - it depends (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,555,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.739194
DBA joke mug - I will get you in order (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,556,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.740665
DBA joke mug - I will get you in order (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,557,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.742146
DBA joke mug - SELECT caffeine FROM mug (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,558,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.743650
DBA joke mug - SELECT caffeine FROM mug (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,559,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.745103
DBA joke mug - two types of DBAs (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,560,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.746522
DBA joke mug - two types of DBAs (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,561,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.748028
Developer joke mug - Oct 31 = Dec 25 (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,562,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.749506
Developer joke mug - Oct 31 = Dec 25 (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,563,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.750884
Developer joke mug - that's a hardware problem (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,564,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.752318
Developer joke mug - that's a hardware problem (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,565,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.753840
Developer joke mug - fun was unexpected at this time (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,566,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.755258
Developer joke mug - fun was unexpected at this time (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,567,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.756707
Developer joke mug - when your hammer is C++ (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,568,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.758178
Developer joke mug - when your hammer is C++ (Black),Black,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,569,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.759670
Developer joke mug - inheritance is the OO way to become wealthy (White),White,Each,Each,Unknown,12,1,False,12.0,13.0,19.44,0.15,570,1,1900-01-01 00:00:00.000000,2021-11-21 02:28:06.761150
